Ejercicio;cdcdad;nomcdad010;cdprov;nomprov010;cdcorp;nomcorp;ImpDeudViva
2015;07;CASTILLA-LEON;24;LEON;022;Borrenes                                                              ;0
2015;07;CASTILLA-LEON;24;LEON;023;Brazuelo                                                              ;11
2015;07;CASTILLA-LEON;24;LEON;024;Burgo Ranero (El)                                                     ;0
2015;07;CASTILLA-LEON;24;LEON;025;Burón                                                                 ;0
2015;07;CASTILLA-LEON;24;LEON;026;Bustillo del Páramo                                                   ;117
2015;07;CASTILLA-LEON;24;LEON;027;Cabañas Raras                                                         ;0
2015;07;CASTILLA-LEON;24;LEON;028;Cabreros del Río                                                      ;0
2015;07;CASTILLA-LEON;24;LEON;029;Cabrillanes                                                           ;19
2015;07;CASTILLA-LEON;24;LEON;030;Cacabelos                                                             ;5.272
2015;07;CASTILLA-LEON;24;LEON;031;Calzada del Coto                                                      ;12
2015;07;CASTILLA-LEON;24;LEON;032;Campazas                                                              ;0
2015;07;CASTILLA-LEON;24;LEON;033;Campo de Villavidel                                                   ;0
2015;07;CASTILLA-LEON;24;LEON;034;Camponaraya                                                           ;616
2015;07;CASTILLA-LEON;24;LEON;036;Candín                                                                ;0
2015;07;CASTILLA-LEON;24;LEON;037;Cármenes                                                              ;290
2015;07;CASTILLA-LEON;24;LEON;038;Carracedelo                                                           ;485
2015;07;CASTILLA-LEON;24;LEON;039;Carrizo                                                               ;116
2015;07;CASTILLA-LEON;24;LEON;040;Carrocera                                                             ;0
2015;07;CASTILLA-LEON;24;LEON;041;Carucedo                                                              ;0
2015;07;CASTILLA-LEON;24;LEON;042;Castilfalé                                                            ;0
2015;07;CASTILLA-LEON;24;LEON;043;Castrillo de Cabrera                                                  ;0
2015;07;CASTILLA-LEON;24;LEON;044;Castrillo de la Valduerna                                             ;0
2015;07;CASTILLA-LEON;24;LEON;046;Castrocalbón                                                          ;142
2015;07;CASTILLA-LEON;24;LEON;047;Castrocontrigo                                                        ;0
2015;07;CASTILLA-LEON;24;LEON;049;Castropodame                                                          ;71
2015;07;CASTILLA-LEON;24;LEON;050;Castrotierra de Valmadrigal                                           ;0
2015;07;CASTILLA-LEON;24;LEON;051;Cea                                                                   ;0
2015;07;CASTILLA-LEON;24;LEON;052;Cebanico                                                              ;0
2015;07;CASTILLA-LEON;24;LEON;053;Cebrones del Río                                                      ;0
2015;07;CASTILLA-LEON;24;LEON;054;Cimanes de la Vega                                                    ;0
2015;07;CASTILLA-LEON;24;LEON;055;Cimanes del Tejar                                                     ;434
2015;07;CASTILLA-LEON;24;LEON;056;Cistierna                                                             ;2.404
2015;07;CASTILLA-LEON;24;LEON;057;Congosto                                                              ;21
2015;07;CASTILLA-LEON;24;LEON;058;Corbillos de los Oteros                                               ;0
2015;07;CASTILLA-LEON;24;LEON;059;Corullón                                                              ;139
2015;07;CASTILLA-LEON;24;LEON;060;Crémenes                                                              ;0
2015;07;CASTILLA-LEON;24;LEON;061;Cuadros                                                               ;0
2015;07;CASTILLA-LEON;24;LEON;062;Cubillas de los Oteros                                                ;0
2015;07;CASTILLA-LEON;24;LEON;063;Cubillas de Rueda                                                     ;0
2015;07;CASTILLA-LEON;24;LEON;064;Cubillos del Sil                                                      ;0
2015;07;CASTILLA-LEON;24;LEON;065;Chozas de Abajo                                                       ;1.166
2015;07;CASTILLA-LEON;24;LEON;066;Destriana                                                             ;6
2015;07;CASTILLA-LEON;24;LEON;067;Encinedo                                                              ;0
2015;07;CASTILLA-LEON;24;LEON;068;Ercina (La)                                                           ;81
2015;07;CASTILLA-LEON;24;LEON;069;Escobar de Campos                                                     ;0
2015;07;CASTILLA-LEON;24;LEON;070;Fabero                                                                ;1.978
2015;07;CASTILLA-LEON;24;LEON;071;Folgoso de la Ribera                                                  ;0
2015;07;CASTILLA-LEON;24;LEON;073;Fresno de la Vega                                                     ;62
2015;07;CASTILLA-LEON;24;LEON;074;Fuentes de Carbajal                                                   ;0
2015;07;CASTILLA-LEON;24;LEON;076;Garrafe de Torío                                                      ;0
2015;07;CASTILLA-LEON;24;LEON;077;Gordaliza del Pino                                                    ;0
2015;07;CASTILLA-LEON;24;LEON;078;Gordoncillo                                                           ;39
2015;07;CASTILLA-LEON;24;LEON;079;Gradefes                                                              ;0
2015;07;CASTILLA-LEON;24;LEON;080;Grajal de Campos                                                      ;0
2015;07;CASTILLA-LEON;24;LEON;081;Gusendos de los Oteros                                                ;0
2015;07;CASTILLA-LEON;24;LEON;082;Hospital de Órbigo                                                    ;700
2015;07;CASTILLA-LEON;24;LEON;083;Igüeña                                                                ;39
2015;07;CASTILLA-LEON;24;LEON;084;Izagre                                                                ;0
2015;07;CASTILLA-LEON;24;LEON;086;Joarilla de las Matas                                                 ;0
2015;07;CASTILLA-LEON;24;LEON;087;Laguna Dalga                                                          ;0
2015;07;CASTILLA-LEON;24;LEON;088;Laguna de Negrillos                                                   ;130
2015;07;CASTILLA-LEON;24;LEON;089;León                                                                  ;230.291
2015;07;CASTILLA-LEON;24;LEON;090;Lucillo                                                               ;0
2015;07;CASTILLA-LEON;24;LEON;091;Luyego                                                                ;0
2015;07;CASTILLA-LEON;24;LEON;092;Llamas de la Ribera                                                   ;0
2015;07;CASTILLA-LEON;24;LEON;093;Magaz de Cepeda                                                       ;0
2015;07;CASTILLA-LEON;24;LEON;094;Mansilla de las Mulas                                                 ;0
2015;07;CASTILLA-LEON;24;LEON;095;Mansilla Mayor                                                        ;55
2015;07;CASTILLA-LEON;24;LEON;096;Maraña                                                                ;0
2015;07;CASTILLA-LEON;24;LEON;097;Matadeón de los Oteros                                                ;0
2015;07;CASTILLA-LEON;24;LEON;098;Matallana de Torío                                                    ;484
2015;07;CASTILLA-LEON;24;LEON;099;Matanza                                                               ;71
2015;07;CASTILLA-LEON;24;LEON;100;Molinaseca                                                            ;41
2015;07;CASTILLA-LEON;24;LEON;101;Murias de Paredes                                                     ;64
2015;07;CASTILLA-LEON;24;LEON;102;Noceda del Bierzo                                                     ;0
2015;07;CASTILLA-LEON;24;LEON;103;Oencia                                                                ;117
2015;07;CASTILLA-LEON;24;LEON;104;Omañas (Las)                                                          ;0
2015;07;CASTILLA-LEON;24;LEON;105;Onzonilla                                                             ;0
2015;07;CASTILLA-LEON;24;LEON;106;Oseja de Sajambre                                                     ;7
2015;07;CASTILLA-LEON;24;LEON;107;Pajares de los Oteros                                                 ;327
2015;07;CASTILLA-LEON;24;LEON;108;Palacios de la Valduerna                                              ;0
2015;07;CASTILLA-LEON;24;LEON;109;Palacios del Sil                                                      ;125
2015;07;CASTILLA-LEON;24;LEON;110;Páramo del Sil                                                        ;0
2015;07;CASTILLA-LEON;24;LEON;112;Peranzanes                                                            ;0
2015;07;CASTILLA-LEON;24;LEON;113;Pobladura de Pelayo García                                            ;106
2015;07;CASTILLA-LEON;24;LEON;114;Pola de Gordón (La)                                                   ;1.940
2015;07;CASTILLA-LEON;24;LEON;115;Ponferrada                                                            ;35.970
2015;07;CASTILLA-LEON;24;LEON;116;Posada de Valdeón                                                     ;12
2015;07;CASTILLA-LEON;24;LEON;117;Pozuelo del Páramo                                                    ;0
2015;07;CASTILLA-LEON;24;LEON;118;Prado de la Guzpeña                                                   ;0
2015;07;CASTILLA-LEON;24;LEON;119;Priaranza del Bierzo                                                  ;368
2015;07;CASTILLA-LEON;24;LEON;120;Prioro                                                                ;205
2015;07;CASTILLA-LEON;24;LEON;121;Puebla de Lillo                                                       ;384
2015;07;CASTILLA-LEON;24;LEON;122;Puente de Domingo Flórez                                              ;452
2015;07;CASTILLA-LEON;24;LEON;123;Quintana del Castillo                                                 ;0
2015;07;CASTILLA-LEON;24;LEON;124;Quintana del Marco                                                    ;0
2015;07;CASTILLA-LEON;24;LEON;125;Quintana y Congosto                                                   ;0
2015;07;CASTILLA-LEON;24;LEON;127;Regueras de Arriba                                                    ;0
2015;07;CASTILLA-LEON;24;LEON;129;Reyero                                                                ;0
2015;07;CASTILLA-LEON;24;LEON;130;Riaño                                                                 ;46
2015;07;CASTILLA-LEON;24;LEON;131;Riego de la Vega                                                      ;0
2015;07;CASTILLA-LEON;24;LEON;132;Riello                                                                ;0
2015;07;CASTILLA-LEON;24;LEON;133;Rioseco de Tapia                                                      ;0
2015;07;CASTILLA-LEON;24;LEON;134;Robla (La)                                                            ;1.788
2015;07;CASTILLA-LEON;24;LEON;136;Roperuelos del Páramo                                                 ;0
2015;07;CASTILLA-LEON;24;LEON;137;Sabero                                                                ;98
2015;07;CASTILLA-LEON;24;LEON;139;Sahagún                                                               ;1.361
2015;07;CASTILLA-LEON;24;LEON;141;San Adrián del Valle                                                  ;54
2015;07;CASTILLA-LEON;24;LEON;142;San Andrés del Rabanedo                                               ;50.842
2015;07;CASTILLA-LEON;24;LEON;143;Sancedo                                                               ;0
2015;07;CASTILLA-LEON;24;LEON;144;San Cristóbal de la Polantera                                         ;0
2015;07;CASTILLA-LEON;24;LEON;145;San Emiliano                                                          ;95
2015;07;CASTILLA-LEON;24;LEON;146;San Esteban de Nogales                                                ;20
2015;07;CASTILLA-LEON;24;LEON;148;San Justo de la Vega                                                  ;0
2015;07;CASTILLA-LEON;24;LEON;149;San Millán de los Caballeros                                          ;0
2015;07;CASTILLA-LEON;24;LEON;150;San Pedro Bercianos                                                   ;0
2015;07;CASTILLA-LEON;24;LEON;151;Santa Colomba de Curueño                                              ;0
2015;07;CASTILLA-LEON;24;LEON;152;Santa Colomba de Somoza                                               ;0
2015;07;CASTILLA-LEON;24;LEON;153;Santa Cristina de Valmadrigal                                         ;0
2015;07;CASTILLA-LEON;24;LEON;154;Santa Elena de Jamuz                                                  ;45
2015;07;CASTILLA-LEON;24;LEON;155;Santa María de la Isla                                                ;0
2015;07;CASTILLA-LEON;24;LEON;156;Santa María del Monte de Cea                                          ;0
2015;07;CASTILLA-LEON;24;LEON;157;Santa María del Páramo                                                ;572
2015;07;CASTILLA-LEON;24;LEON;158;Santa María de Ordás                                                  ;0
2015;07;CASTILLA-LEON;24;LEON;159;Santa Marina del Rey                                                  ;45
2015;07;CASTILLA-LEON;24;LEON;160;Santas Martas                                                         ;0
2015;07;CASTILLA-LEON;24;LEON;161;Santiago Millas                                                       ;22
2015;07;CASTILLA-LEON;24;LEON;162;Santovenia de la Valdoncina                                           ;0
2015;07;CASTILLA-LEON;24;LEON;163;Sariegos                                                              ;0
2015;07;CASTILLA-LEON;24;LEON;164;Sena de Luna                                                          ;0
2015;07;CASTILLA-LEON;24;LEON;165;Sobrado                                                               ;15
2015;07;CASTILLA-LEON;24;LEON;166;Soto de la Vega                                                       ;0
2015;07;CASTILLA-LEON;24;LEON;167;Soto y Amío                                                           ;0
2015;07;CASTILLA-LEON;24;LEON;168;Toral de los Guzmanes                                                 ;0
2015;07;CASTILLA-LEON;24;LEON;169;Toreno                                                                ;0
2015;07;CASTILLA-LEON;24;LEON;170;Torre del Bierzo                                                      ;0
2015;07;CASTILLA-LEON;24;LEON;171;Trabadelo                                                             ;252
2015;07;CASTILLA-LEON;24;LEON;172;Truchas                                                               ;0
2015;07;CASTILLA-LEON;24;LEON;173;Turcia                                                                ;0
2015;07;CASTILLA-LEON;24;LEON;174;Urdiales del Páramo                                                   ;0
2015;07;CASTILLA-LEON;24;LEON;175;Valdefresno                                                           ;0
2015;07;CASTILLA-LEON;24;LEON;176;Valdefuentes del Páramo                                               ;0
2015;07;CASTILLA-LEON;24;LEON;177;Valdelugueros                                                         ;0
2015;07;CASTILLA-LEON;24;LEON;178;Valdemora                                                             ;0
2015;07;CASTILLA-LEON;24;LEON;179;Valdepiélago                                                          ;0
2015;07;CASTILLA-LEON;24;LEON;180;Valdepolo                                                             ;0
2015;07;CASTILLA-LEON;24;LEON;181;Valderas                                                              ;254
2015;07;CASTILLA-LEON;24;LEON;182;Valderrey                                                             ;0
2015;07;CASTILLA-LEON;24;LEON;183;Valderrueda                                                           ;33
2015;07;CASTILLA-LEON;24;LEON;184;Valdesamario                                                          ;0
2015;07;CASTILLA-LEON;24;LEON;185;Val de San Lorenzo                                                    ;461
2015;07;CASTILLA-LEON;24;LEON;187;Valdevimbre                                                           ;0
2015;07;CASTILLA-LEON;24;LEON;188;Valencia de Don Juan                                                  ;1.572
2015;07;CASTILLA-LEON;24;LEON;189;Valverde de la Virgen                                                 ;3.296
2015;07;CASTILLA-LEON;24;LEON;190;Valverde-Enrique                                                      ;0
2015;07;CASTILLA-LEON;24;LEON;191;Vallecillo                                                            ;0
2015;07;CASTILLA-LEON;24;LEON;193;Vecilla (La)                                                          ;0
2015;07;CASTILLA-LEON;24;LEON;194;Vegacervera                                                           ;311
2015;07;CASTILLA-LEON;24;LEON;196;Vega de Espinareda                                                    ;262
2015;07;CASTILLA-LEON;24;LEON;197;Vega de Infanzones                                                    ;109
2015;07;CASTILLA-LEON;24;LEON;198;Vega de Valcarce                                                      ;0
2015;07;CASTILLA-LEON;24;LEON;199;Vegaquemada                                                           ;0
2015;07;CASTILLA-LEON;24;LEON;201;Vegas del Condado                                                     ;0
2015;07;CASTILLA-LEON;24;LEON;202;Villablino                                                            ;9.161
2015;07;CASTILLA-LEON;24;LEON;203;Villabraz                                                             ;0
2015;07;CASTILLA-LEON;24;LEON;205;Villadangos del Páramo                                                ;0
2015;07;CASTILLA-LEON;24;LEON;206;Toral de los Vados                                                    ;310
2015;07;CASTILLA-LEON;24;LEON;207;Villademor de la Vega                                                 ;0
2015;07;CASTILLA-LEON;24;LEON;209;Villafranca del Bierzo                                                ;2.293
2015;07;CASTILLA-LEON;24;LEON;210;Villagatón                                                            ;9
2015;07;CASTILLA-LEON;24;LEON;211;Villamandos                                                           ;0
2015;07;CASTILLA-LEON;24;LEON;212;Villamañán                                                            ;0
2015;07;CASTILLA-LEON;24;LEON;213;Villamartín de Don Sancho                                             ;0
2015;07;CASTILLA-LEON;24;LEON;214;Villamejil                                                            ;0
2015;07;CASTILLA-LEON;24;LEON;215;Villamol                                                              ;0
2015;07;CASTILLA-LEON;24;LEON;216;Villamontán de la Valduerna                                           ;0
2015;07;CASTILLA-LEON;24;LEON;217;Villamoratiel de las Matas                                            ;0
2015;07;CASTILLA-LEON;24;LEON;218;Villanueva de las Manzanas                                            ;0
2015;07;CASTILLA-LEON;24;LEON;219;Villaobispo de Otero                                                  ;252
2015;07;CASTILLA-LEON;24;LEON;221;Villaquejida                                                          ;0
2015;07;CASTILLA-LEON;24;LEON;222;Villaquilambre                                                        ;9.724
2015;07;CASTILLA-LEON;24;LEON;223;Villarejo de Órbigo                                                   ;124
2015;07;CASTILLA-LEON;24;LEON;224;Villares de Órbigo                                                    ;0
2015;07;CASTILLA-LEON;24;LEON;225;Villasabariego                                                        ;0
2015;07;CASTILLA-LEON;24;LEON;226;Villaselán                                                            ;0
2015;07;CASTILLA-LEON;24;LEON;227;Villaturiel                                                           ;0
2015;07;CASTILLA-LEON;24;LEON;228;Villazala                                                             ;0
2015;07;CASTILLA-LEON;24;LEON;229;Villazanzo de Valderaduey                                             ;0
2015;07;CASTILLA-LEON;24;LEON;230;Zotes del Páramo                                                      ;0
2015;07;CASTILLA-LEON;24;LEON;901;Villamanín                                                            ;0
2015;07;CASTILLA-LEON;24;LEON;902;Villaornate y Castro                                                  ;194
2015;07;CASTILLA-LEON;34;PALENCIA;001;Abarca de Campos                                                      ;0
2015;07;CASTILLA-LEON;34;PALENCIA;003;Abia de las Torres                                                    ;0
2015;07;CASTILLA-LEON;34;PALENCIA;004;Aguilar de Campoo                                                     ;2.237
2015;07;CASTILLA-LEON;34;PALENCIA;005;Alar del Rey                                                          ;790
2015;07;CASTILLA-LEON;34;PALENCIA;006;Alba de Cerrato                                                       ;0
2015;07;CASTILLA-LEON;34;PALENCIA;009;Amayuelas de Arriba                                                   ;0
2015;07;CASTILLA-LEON;34;PALENCIA;010;Ampudia                                                               ;0
2015;07;CASTILLA-LEON;34;PALENCIA;011;Amusco                                                                ;0
2015;07;CASTILLA-LEON;34;PALENCIA;012;Antigüedad                                                            ;0
2015;07;CASTILLA-LEON;34;PALENCIA;015;Arconada                                                              ;0
2015;07;CASTILLA-LEON;34;PALENCIA;017;Astudillo                                                             ;0
2015;07;CASTILLA-LEON;34;PALENCIA;018;Autilla del Pino                                                      ;0
2015;07;CASTILLA-LEON;34;PALENCIA;019;Autillo de Campos                                                     ;13
2015;07;CASTILLA-LEON;34;PALENCIA;020;Ayuela                                                                ;0
2015;07;CASTILLA-LEON;34;PALENCIA;022;Baltanás                                                              ;234
2015;07;CASTILLA-LEON;34;PALENCIA;023;Venta de Baños                                                        ;1.488
2015;07;CASTILLA-LEON;34;PALENCIA;024;Baquerín de Campos                                                    ;0
2015;07;CASTILLA-LEON;34;PALENCIA;025;Bárcena de Campos                                                     ;0
2015;07;CASTILLA-LEON;34;PALENCIA;027;Barruelo de Santullán                                                 ;1.059
2015;07;CASTILLA-LEON;34;PALENCIA;028;Báscones de Ojeda                                                     ;0
2015;07;CASTILLA-LEON;34;PALENCIA;029;Becerril de Campos                                                    ;138
2015;07;CASTILLA-LEON;34;PALENCIA;031;Belmonte de Campos                                                    ;0
2015;07;CASTILLA-LEON;34;PALENCIA;032;Berzosilla                                                            ;0
2015;07;CASTILLA-LEON;34;PALENCIA;033;Boada de Campos                                                       ;0
2015;07;CASTILLA-LEON;34;PALENCIA;034;Boadilla del Camino                                                   ;0
2015;07;CASTILLA-LEON;34;PALENCIA;035;Boadilla de Rioseco                                                   ;0
2015;07;CASTILLA-LEON;34;PALENCIA;036;Brañosera                                                             ;94
2015;07;CASTILLA-LEON;34;PALENCIA;037;Buenavista de Valdavia                                                ;0
2015;07;CASTILLA-LEON;34;PALENCIA;038;Bustillo de la Vega                                                   ;0
2015;07;CASTILLA-LEON;34;PALENCIA;039;Bustillo del Páramo de Carrión                                        ;0
2015;07;CASTILLA-LEON;34;PALENCIA;041;Calahorra de Boedo                                                    ;0
2015;07;CASTILLA-LEON;34;PALENCIA;042;Calzada de los Molinos                                                ;0
2015;07;CASTILLA-LEON;34;PALENCIA;045;Capillas                                                              ;18
2015;07;CASTILLA-LEON;34;PALENCIA;046;Cardeñosa de Volpejera                                                ;0
2015;07;CASTILLA-LEON;34;PALENCIA;047;Carrión de los Condes                                                 ;749
2015;07;CASTILLA-LEON;34;PALENCIA;048;Castil de Vela                                                        ;0
2015;07;CASTILLA-LEON;34;PALENCIA;049;Castrejón de la Peña                                                  ;112
2015;07;CASTILLA-LEON;34;PALENCIA;050;Castrillo de Don Juan                                                 ;0
2015;07;CASTILLA-LEON;34;PALENCIA;051;Castrillo de Onielo                                                   ;0
2015;07;CASTILLA-LEON;34;PALENCIA;052;Castrillo de Villavega                                                ;0
2015;07;CASTILLA-LEON;34;PALENCIA;053;Castromocho                                                           ;0
2015;07;CASTILLA-LEON;34;PALENCIA;055;Cervatos de la Cueza                                                  ;0
2015;07;CASTILLA-LEON;34;PALENCIA;056;Cervera de Pisuerga                                                   ;0
2015;07;CASTILLA-LEON;34;PALENCIA;057;Cevico de la Torre                                                    ;0
2015;07;CASTILLA-LEON;34;PALENCIA;058;Cevico Navero                                                         ;21
2015;07;CASTILLA-LEON;34;PALENCIA;059;Cisneros                                                              ;0
2015;07;CASTILLA-LEON;34;PALENCIA;060;Cobos de Cerrato                                                      ;0
2015;07;CASTILLA-LEON;34;PALENCIA;061;Collazos de Boedo                                                     ;0
2015;07;CASTILLA-LEON;34;PALENCIA;062;Congosto de Valdavia                                                  ;0
2015;07;CASTILLA-LEON;34;PALENCIA;063;Cordovilla la Real                                                    ;0
2015;07;CASTILLA-LEON;34;PALENCIA;066;Cubillas de Cerrato                                                   ;0
2015;07;CASTILLA-LEON;34;PALENCIA;067;Dehesa de Montejo                                                     ;0
2015;07;CASTILLA-LEON;34;PALENCIA;068;Dehesa de Romanos                                                     ;0
2015;07;CASTILLA-LEON;34;PALENCIA;069;Dueñas                                                                ;695
2015;07;CASTILLA-LEON;34;PALENCIA;070;Espinosa de Cerrato                                                   ;0
2015;07;CASTILLA-LEON;34;PALENCIA;071;Espinosa de Villagonzalo                                              ;0
2015;07;CASTILLA-LEON;34;PALENCIA;072;Frechilla                                                             ;73
2015;07;CASTILLA-LEON;34;PALENCIA;073;Fresno del Río                                                        ;0
2015;07;CASTILLA-LEON;34;PALENCIA;074;Frómista                                                              ;64
2015;07;CASTILLA-LEON;34;PALENCIA;076;Fuentes de Nava                                                       ;0
2015;07;CASTILLA-LEON;34;PALENCIA;077;Fuentes de Valdepero                                                  ;0
2015;07;CASTILLA-LEON;34;PALENCIA;079;Grijota                                                               ;400
2015;07;CASTILLA-LEON;34;PALENCIA;080;Guardo                                                                ;801
2015;07;CASTILLA-LEON;34;PALENCIA;081;Guaza de Campos                                                       ;0
2015;07;CASTILLA-LEON;34;PALENCIA;082;Hérmedes de Cerrato                                                   ;0
2015;07;CASTILLA-LEON;34;PALENCIA;083;Herrera de Pisuerga                                                   ;0
2015;07;CASTILLA-LEON;34;PALENCIA;084;Herrera de Valdecañas                                                 ;0
2015;07;CASTILLA-LEON;34;PALENCIA;086;Hontoria de Cerrato                                                   ;0
2015;07;CASTILLA-LEON;34;PALENCIA;087;Hornillos de Cerrato                                                  ;0
2015;07;CASTILLA-LEON;34;PALENCIA;088;Husillos                                                              ;0
2015;07;CASTILLA-LEON;34;PALENCIA;089;Itero de la Vega                                                      ;0
2015;07;CASTILLA-LEON;34;PALENCIA;091;Lagartos                                                              ;0
2015;07;CASTILLA-LEON;34;PALENCIA;092;Lantadilla                                                            ;0
2015;07;CASTILLA-LEON;34;PALENCIA;093;Vid de Ojeda (La)                                                     ;0
2015;07;CASTILLA-LEON;34;PALENCIA;094;Ledigos                                                               ;0
2015;07;CASTILLA-LEON;34;PALENCIA;096;Lomas                                                                 ;0
2015;07;CASTILLA-LEON;34;PALENCIA;098;Magaz de Pisuerga                                                     ;54
2015;07;CASTILLA-LEON;34;PALENCIA;099;Manquillos                                                            ;0
2015;07;CASTILLA-LEON;34;PALENCIA;100;Mantinos                                                              ;0
2015;07;CASTILLA-LEON;34;PALENCIA;101;Marcilla de Campos                                                    ;12
2015;07;CASTILLA-LEON;34;PALENCIA;102;Mazariegos                                                            ;0
2015;07;CASTILLA-LEON;34;PALENCIA;103;Mazuecos de Valdeginate                                               ;0
2015;07;CASTILLA-LEON;34;PALENCIA;104;Melgar de Yuso                                                        ;0
2015;07;CASTILLA-LEON;34;PALENCIA;106;Meneses de Campos                                                     ;14
2015;07;CASTILLA-LEON;34;PALENCIA;107;Micieces de Ojeda                                                     ;0
2015;07;CASTILLA-LEON;34;PALENCIA;108;Monzón de Campos                                                      ;0
2015;07;CASTILLA-LEON;34;PALENCIA;109;Moratinos                                                             ;0
2015;07;CASTILLA-LEON;34;PALENCIA;110;Mudá                                                                  ;0
2015;07;CASTILLA-LEON;34;PALENCIA;112;Nogal de las Huertas                                                  ;0
2015;07;CASTILLA-LEON;34;PALENCIA;113;Olea de Boedo                                                         ;0
2015;07;CASTILLA-LEON;34;PALENCIA;114;Olmos de Ojeda                                                        ;0
2015;07;CASTILLA-LEON;34;PALENCIA;116;Osornillo                                                             ;0
2015;07;CASTILLA-LEON;34;PALENCIA;120;Palencia                                                              ;31.028
2015;07;CASTILLA-LEON;34;PALENCIA;121;Palenzuela                                                            ;0
2015;07;CASTILLA-LEON;34;PALENCIA;122;Páramo de Boedo                                                       ;0
2015;07;CASTILLA-LEON;34;PALENCIA;123;Paredes de Nava                                                       ;1.068
2015;07;CASTILLA-LEON;34;PALENCIA;124;Payo de Ojeda                                                         ;0
2015;07;CASTILLA-LEON;34;PALENCIA;125;Pedraza de Campos                                                     ;0
2015;07;CASTILLA-LEON;34;PALENCIA;126;Pedrosa de la Vega                                                    ;0
2015;07;CASTILLA-LEON;34;PALENCIA;127;Perales                                                               ;0
2015;07;CASTILLA-LEON;34;PALENCIA;129;Pino del Río                                                          ;0
2015;07;CASTILLA-LEON;34;PALENCIA;130;Piña de Campos                                                        ;0
2015;07;CASTILLA-LEON;34;PALENCIA;131;Población de Arroyo                                                   ;0
2015;07;CASTILLA-LEON;34;PALENCIA;132;Población de Campos                                                   ;0
2015;07;CASTILLA-LEON;34;PALENCIA;133;Población de Cerrato                                                  ;0
2015;07;CASTILLA-LEON;34;PALENCIA;134;Polentinos                                                            ;38
2015;07;CASTILLA-LEON;34;PALENCIA;135;Pomar de Valdivia                                                     ;0
2015;07;CASTILLA-LEON;34;PALENCIA;136;Poza de la Vega                                                       ;0
2015;07;CASTILLA-LEON;34;PALENCIA;137;Pozo de Urama                                                         ;0
2015;07;CASTILLA-LEON;34;PALENCIA;139;Prádanos de Ojeda                                                     ;0
2015;07;CASTILLA-LEON;34;PALENCIA;140;Puebla de Valdavia (La)                                               ;0
2015;07;CASTILLA-LEON;34;PALENCIA;141;Quintana del Puente                                                   ;0
2015;07;CASTILLA-LEON;34;PALENCIA;143;Quintanilla de Onsoña                                                 ;0
2015;07;CASTILLA-LEON;34;PALENCIA;146;Reinoso de Cerrato                                                    ;0
2015;07;CASTILLA-LEON;34;PALENCIA;147;Renedo de la Vega                                                     ;0
2015;07;CASTILLA-LEON;34;PALENCIA;149;Requena de Campos                                                     ;0
2015;07;CASTILLA-LEON;34;PALENCIA;151;Respenda de la Peña                                                   ;0
2015;07;CASTILLA-LEON;34;PALENCIA;152;Revenga de Campos                                                     ;0
2015;07;CASTILLA-LEON;34;PALENCIA;154;Revilla de Collazos                                                   ;0
2015;07;CASTILLA-LEON;34;PALENCIA;155;Ribas de Campos                                                       ;0
2015;07;CASTILLA-LEON;34;PALENCIA;156;Riberos de la Cueza                                                   ;0
2015;07;CASTILLA-LEON;34;PALENCIA;157;Saldaña                                                               ;415
2015;07;CASTILLA-LEON;34;PALENCIA;158;Salinas de Pisuerga                                                   ;90
2015;07;CASTILLA-LEON;34;PALENCIA;159;San Cebrián de Campos                                                 ;28
2015;07;CASTILLA-LEON;34;PALENCIA;160;San Cebrián de Mudá                                                   ;0
2015;07;CASTILLA-LEON;34;PALENCIA;161;San Cristóbal de Boedo                                                ;0
2015;07;CASTILLA-LEON;34;PALENCIA;163;San Mamés de Campos                                                   ;0
2015;07;CASTILLA-LEON;34;PALENCIA;165;San Román de la Cuba                                                  ;0
2015;07;CASTILLA-LEON;34;PALENCIA;167;Santa Cecilia del Alcor                                               ;0
2015;07;CASTILLA-LEON;34;PALENCIA;168;Santa Cruz de Boedo                                                   ;0
2015;07;CASTILLA-LEON;34;PALENCIA;169;Santervás de la Vega                                                  ;0
2015;07;CASTILLA-LEON;34;PALENCIA;170;Santibáñez de Ecla                                                    ;0
2015;07;CASTILLA-LEON;34;PALENCIA;171;Santibáñez de la Peña                                                 ;0
2015;07;CASTILLA-LEON;34;PALENCIA;174;Santoyo                                                               ;0
2015;07;CASTILLA-LEON;34;PALENCIA;175;Serna (La)                                                            ;0
2015;07;CASTILLA-LEON;34;PALENCIA;176;Sotobañado y Priorato                                                 ;0
2015;07;CASTILLA-LEON;34;PALENCIA;177;Soto de Cerrato                                                       ;0
2015;07;CASTILLA-LEON;34;PALENCIA;178;Tabanera de Cerrato                                                   ;0
2015;07;CASTILLA-LEON;34;PALENCIA;179;Tabanera de Valdavia                                                  ;0
2015;07;CASTILLA-LEON;34;PALENCIA;180;Támara de Campos                                                      ;0
2015;07;CASTILLA-LEON;34;PALENCIA;181;Tariego de Cerrato                                                    ;0
2015;07;CASTILLA-LEON;34;PALENCIA;182;Torquemada                                                            ;0
2015;07;CASTILLA-LEON;34;PALENCIA;184;Torremormojón                                                         ;0
2015;07;CASTILLA-LEON;34;PALENCIA;185;Triollo                                                               ;0
2015;07;CASTILLA-LEON;34;PALENCIA;186;Valbuena de Pisuerga                                                  ;0
2015;07;CASTILLA-LEON;34;PALENCIA;189;Valdeolmillos                                                         ;0
